transaction_id,sender_id,receiver_id,amount,timestamp
TXN_STRESS_1912,ACC_0591,ACC_0282,1181,2024-01-02 00:56:00
TXN_STRESS_1913,ACC_0190,ACC_0526,18752,2024-01-02 00:56:30
TXN_STRESS_1914,ACC_0241,ACC_0621,8042,2024-01-02 00:57:00
TXN_STRESS_1915,ACC_0044,ACC_0020,3095,2024-01-02 00:57:30
TXN_STRESS_1916,ACC_0104,ACC_0142,9515,2024-01-02 00:58:00
TXN_STRESS_1917,ACC_0712,ACC_0336,15325,2024-01-02 00:58:30
TXN_STRESS_1918,ACC_0354,ACC_0776,8706,2024-01-02 00:59:00
TXN_STRESS_1919,ACC_0217,ACC_0589,19307,2024-01-02 00:59:30
TXN_STRESS_1920,ACC_0126,ACC_0437,8612,2024-01-02 01:00:00
TXN_STRESS_1921,ACC_0288,ACC_0182,18879,2024-01-02 01:00:30
TXN_STRESS_1922,ACC_0779,ACC_0761,6558,2024-01-02 01:01:00
TXN_STRESS_1923,ACC_0634,ACC_0044,7134,2024-01-02 01:01:30
TXN_STRESS_1924,ACC_0422,ACC_0533,10126,2024-01-02 01:02:00
TXN_STRESS_1925,ACC_0159,ACC_0261,8161,2024-01-02 01:02:30
TXN_STRESS_1926,ACC_0504,ACC_0787,4870,2024-01-02 01:03:00
TXN_STRESS_1927,ACC_0513,ACC_0707,19942,2024-01-02 01:03:30
TXN_STRESS_1928,ACC_0517,ACC_0580,19184,2024-01-02 01:04:00
TXN_STRESS_1929,ACC_0353,ACC_0157,12471,2024-01-02 01:04:30
TXN_STRESS_1930,ACC_0264,ACC_0452,761,2024-01-02 01:05:00
TXN_STRESS_1931,ACC_0372,ACC_0161,17993,2024-01-02 01:05:30
TXN_STRESS_1932,ACC_0124,ACC_0776,3751,2024-01-02 01:06:00
TXN_STRESS_1933,ACC_0010,ACC_0410,6192,2024-01-02 01:06:30
TXN_STRESS_1934,ACC_0410,ACC_0631,16179,2024-01-02 01:07:00
TXN_STRESS_1935,ACC_0464,ACC_0584,7932,2024-01-02 01:07:30
TXN_STRESS_1936,ACC_0032,ACC_0763,5811,2024-01-02 01:08:00
TXN_STRESS_1937,ACC_0757,ACC_0040,3268,2024-01-02 01:08:30
TXN_STRESS_1938,ACC_0071,ACC_0753,16958,2024-01-02 01:09:00
TXN_STRESS_1939,ACC_0566,ACC_0786,16634,2024-01-02 01:09:30
TXN_STRESS_1940,ACC_0599,ACC_0362,15461,2024-01-02 01:10:00
TXN_STRESS_1941,ACC_0239,ACC_0455,12405,2024-01-02 01:10:30
TXN_STRESS_1942,ACC_0270,ACC_0537,7773,2024-01-02 01:11:00
TXN_STRESS_1943,ACC_0092,ACC_0616,7839,2024-01-02 01:11:30
TXN_STRESS_1944,ACC_0044,ACC_0498,8321,2024-01-02 01:12:00
TXN_STRESS_1945,ACC_0420,ACC_0299,13795,2024-01-02 01:12:30
TXN_STRESS_1946,ACC_0399,ACC_0707,8004,2024-01-02 01:13:00
TXN_STRESS_1947,ACC_0600,ACC_0203,4637,2024-01-02 01:13:30
TXN_STRESS_1948,ACC_0540,ACC_0530,7552,2024-01-02 01:14:00
TXN_STRESS_1949,ACC_0399,ACC_0103,2379,2024-01-02 01:14:30
TXN_STRESS_1950,ACC_0304,ACC_0070,1910,2024-01-02 01:15:00
TXN_STRESS_1951,ACC_0115,ACC_0696,9071,2024-01-02 01:15:30
TXN_STRESS_1952,ACC_0265,ACC_0050,10451,2024-01-02 01:16:00
TXN_STRESS_1953,ACC_0008,ACC_0696,4991,2024-01-02 01:16:30
TXN_STRESS_1954,ACC_0107,ACC_0498,4810,2024-01-02 01:17:00
TXN_STRESS_1955,ACC_0354,ACC_0790,16130,2024-01-02 01:17:30
TXN_STRESS_1956,ACC_0182,ACC_0626,16434,2024-01-02 01:18:00
TXN_STRESS_1957,ACC_0702,ACC_0247,18554,2024-01-02 01:18:30
TXN_STRESS_1958,ACC_0069,ACC_0387,4962,2024-01-02 01:19:00
TXN_STRESS_1959,ACC_0594,ACC_0363,3824,2024-01-02 01:19:30
TXN_STRESS_1960,ACC_0068,ACC_0503,5428,2024-01-02 01:20:00
TXN_STRESS_1961,ACC_0303,ACC_0121,4389,2024-01-02 01:20:30
TXN_STRESS_1962,ACC_0519,ACC_0333,19858,2024-01-02 01:21:00
TXN_STRESS_1963,ACC_0373,ACC_0724,770,2024-01-02 01:21:30
TXN_STRESS_1964,ACC_0429,ACC_0756,15718,2024-01-02 01:22:00
TXN_STRESS_1965,ACC_0700,ACC_0229,5116,2024-01-02 01:22:30
TXN_STRESS_1966,ACC_0790,ACC_0718,8080,2024-01-02 01:23:00
TXN_STRESS_1967,ACC_0335,ACC_0637,12619,2024-01-02 01:23:30
TXN_STRESS_1968,ACC_0487,ACC_0097,4014,2024-01-02 01:24:00
TXN_STRESS_1969,ACC_0422,ACC_0082,16539,2024-01-02 01:24:30
TXN_STRESS_1970,ACC_0271,ACC_0393,10685,2024-01-02 01:25:00
TXN_STRESS_1971,ACC_0402,ACC_0733,11607,2024-01-02 01:25:30
TXN_STRESS_1972,ACC_0471,ACC_0209,5119,2024-01-02 01:26:00
TXN_STRESS_1973,ACC_0273,ACC_0790,14562,2024-01-02 01:26:30
TXN_STRESS_1974,ACC_0738,ACC_0086,16127,2024-01-02 01:27:00
TXN_STRESS_1975,ACC_0055,ACC_0591,9034,2024-01-02 01:27:30
TXN_STRESS_1976,ACC_0236,ACC_0551,9711,2024-01-02 01:28:00
TXN_STRESS_1977,ACC_0613,ACC_0139,18467,2024-01-02 01:28:30
TXN_STRESS_1978,ACC_0156,ACC_0347,3623,2024-01-02 01:29:00
TXN_STRESS_1979,ACC_0300,ACC_0078,16553,2024-01-02 01:29:30
TXN_STRESS_1980,ACC_0754,ACC_0299,273,2024-01-02 01:30:00
TXN_STRESS_1981,ACC_0301,ACC_0249,12838,2024-01-02 01:30:30
TXN_STRESS_1982,ACC_0106,ACC_0334,19465,2024-01-02 01:31:00
TXN_STRESS_1983,ACC_0189,ACC_0057,5025,2024-01-02 01:31:30
TXN_STRESS_1984,ACC_0194,ACC_0035,18119,2024-01-02 01:32:00
TXN_STRESS_1985,ACC_0319,ACC_0743,14191,2024-01-02 01:32:30
TXN_STRESS_1986,ACC_0536,ACC_0110,2515,2024-01-02 01:33:00
TXN_STRESS_1987,ACC_0545,ACC_0449,9619,2024-01-02 01:33:30
TXN_STRESS_1988,ACC_0405,ACC_0166,17764,2024-01-02 01:34:00
TXN_STRESS_1989,ACC_0439,ACC_0048,18394,2024-01-02 01:34:30
TXN_STRESS_1990,ACC_0461,ACC_0014,18222,2024-01-02 01:35:00
TXN_STRESS_1991,ACC_0023,ACC_0475,11272,2024-01-02 01:35:30
TXN_STRESS_1992,ACC_0750,ACC_0574,18747,2024-01-02 01:36:00
TXN_STRESS_1993,ACC_0761,ACC_0466,14729,2024-01-02 01:36:30
TXN_STRESS_1994,ACC_0568,ACC_0483,3921,2024-01-02 01:37:00
TXN_STRESS_1995,ACC_0519,ACC_0057,6465,2024-01-02 01:37:30
TXN_STRESS_1996,ACC_0367,ACC_0515,17395,2024-01-02 01:38:00
TXN_STRESS_1997,ACC_0159,ACC_0124,8194,2024-01-02 01:38:30
TXN_STRESS_1998,ACC_0721,ACC_0749,4716,2024-01-02 01:39:00
TXN_STRESS_1999,ACC_0605,ACC_0280,10846,2024-01-02 01:39:30
TXN_STRESS_2000,ACC_0081,ACC_0288,12076,2024-01-02 01:40:00
TXN_STRESS_2001,ACC_0603,ACC_0474,11225,2024-01-02 01:40:30
TXN_STRESS_2002,ACC_0486,ACC_0666,1364,2024-01-02 01:41:00
TXN_STRESS_2003,ACC_0422,ACC_0233,18664,2024-01-02 01:41:30
TXN_STRESS_2004,ACC_0073,ACC_0083,1177,2024-01-02 01:42:00
TXN_STRESS_2005,ACC_0286,ACC_0368,18537,2024-01-02 01:42:30
TXN_STRESS_2006,ACC_0142,ACC_0057,6620,2024-01-02 01:43:00
TXN_STRESS_2007,ACC_0142,ACC_0624,10772,2024-01-02 01:43:30
TXN_STRESS_2008,ACC_0299,ACC_0170,644,2024-01-02 01:44:00
TXN_STRESS_2009,ACC_0368,ACC_0339,10129,2024-01-02 01:44:30
TXN_STRESS_2010,ACC_0760,ACC_0719,14064,2024-01-02 01:45:00
TXN_STRESS_2011,ACC_0436,ACC_0658,15413,2024-01-02 01:45:30
TXN_STRESS_2012,ACC_0706,ACC_0556,15850,2024-01-02 01:46:00
TXN_STRESS_2013,ACC_0606,ACC_0112,1055,2024-01-02 01:46:30
TXN_STRESS_2014,ACC_0441,ACC_0182,16894,2024-01-02 01:47:00
TXN_STRESS_2015,ACC_0422,ACC_0026,11383,2024-01-02 01:47:30
TXN_STRESS_2016,ACC_0374,ACC_0030,3206,2024-01-02 01:48:00
TXN_STRESS_2017,ACC_0395,ACC_0393,4504,2024-01-02 01:48:30
TXN_STRESS_2018,ACC_0726,ACC_0624,7744,2024-01-02 01:49:00
TXN_STRESS_2019,ACC_0176,ACC_0684,19666,2024-01-02 01:49:30
TXN_STRESS_2020,ACC_0378,ACC_0076,19735,2024-01-02 01:50:00
TXN_STRESS_2021,ACC_0194,ACC_0786,2472,2024-01-02 01:50:30
TXN_STRESS_2022,ACC_0675,ACC_0139,19904,2024-01-02 01:51:00
TXN_STRESS_2023,ACC_0432,ACC_0409,11501,2024-01-02 01:51:30
TXN_STRESS_2024,ACC_0580,ACC_0584,17836,2024-01-02 01:52:00
TXN_STRESS_2025,ACC_0323,ACC_0414,4972,2024-01-02 01:52:30
TXN_STRESS_2026,ACC_0021,ACC_0717,9473,2024-01-02 01:53:00
TXN_STRESS_2027,ACC_0687,ACC_0134,17733,2024-01-02 01:53:30
TXN_STRESS_2028,ACC_0769,ACC_0762,9280,2024-01-02 01:54:00
TXN_STRESS_2029,ACC_0249,ACC_0667,13093,2024-01-02 01:54:30
TXN_STRESS_2030,ACC_0039,ACC_0427,6870,2024-01-02 01:55:00
TXN_STRESS_2031,ACC_0473,ACC_0666,8216,2024-01-02 01:55:30
TXN_STRESS_2032,ACC_0519,ACC_0590,4649,2024-01-02 01:56:00
TXN_STRESS_2033,ACC_0597,ACC_0406,2664,2024-01-02 01:56:30
TXN_STRESS_2034,ACC_0713,ACC_0453,1896,2024-01-02 01:57:00
TXN_STRESS_2035,ACC_0374,ACC_0313,17073,2024-01-02 01:57:30
TXN_STRESS_2036,ACC_0207,ACC_0142,18166,2024-01-02 01:58:00
TXN_STRESS_2037,ACC_0202,ACC_0039,16431,2024-01-02 01:58:30
TXN_STRESS_2038,ACC_0124,ACC_0662,13872,2024-01-02 01:59:00
TXN_STRESS_2039,ACC_0462,ACC_0364,12288,2024-01-02 01:59:30
TXN_STRESS_2040,ACC_0218,ACC_0521,19399,2024-01-02 02:00:00
TXN_STRESS_2041,ACC_0479,ACC_0350,18165,2024-01-02 02:00:30
TXN_STRESS_2042,ACC_0226,ACC_0463,14546,2024-01-02 02:01:00
TXN_STRESS_2043,ACC_0441,ACC_0094,18851,2024-01-02 02:01:30
TXN_STRESS_2044,ACC_0272,ACC_0773,15540,2024-01-02 02:02:00
TXN_STRESS_2045,ACC_0660,ACC_0651,10771,2024-01-02 02:02:30
TXN_STRESS_2046,ACC_0241,ACC_0340,15870,2024-01-02 02:03:00
TXN_STRESS_2047,ACC_0499,ACC_0101,7467,2024-01-02 02:03:30
TXN_STRESS_2048,ACC_0775,ACC_0294,4130,2024-01-02 02:04:00
TXN_STRESS_2049,ACC_0367,ACC_0336,5151,2024-01-02 02:04:30
TXN_STRESS_2050,ACC_0669,ACC_0739,13856,2024-01-02 02:05:00
TXN_STRESS_2051,ACC_0783,ACC_0660,10865,2024-01-02 02:05:30
TXN_STRESS_2052,ACC_0186,ACC_0403,6842,2024-01-02 02:06:00
TXN_STRESS_2053,ACC_0374,ACC_0070,8809,2024-01-02 02:06:30
TXN_STRESS_2054,ACC_0579,ACC_0255,8780,2024-01-02 02:07:00
TXN_STRESS_2055,ACC_0779,ACC_0113,8771,2024-01-02 02:07:30
TXN_STRESS_2056,ACC_0261,ACC_0454,14917,2024-01-02 02:08:00
TXN_STRESS_2057,ACC_0607,ACC_0078,7239,2024-01-02 02:08:30
TXN_STRESS_2058,ACC_0497,ACC_0730,10216,2024-01-02 02:09:00
TXN_STRESS_2059,ACC_0598,ACC_0708,13615,2024-01-02 02:09:30
TXN_STRESS_2060,ACC_0290,ACC_0254,15619,2024-01-02 02:10:00
TXN_STRESS_2061,ACC_0582,ACC_0347,18456,2024-01-02 02:10:30
TXN_STRESS_2062,ACC_0579,ACC_0111,8214,2024-01-02 02:11:00
TXN_STRESS_2063,ACC_0609,ACC_0356,8579,2024-01-02 02:11:30
TXN_STRESS_2064,ACC_0199,ACC_0594,14795,2024-01-02 02:12:00
TXN_STRESS_2065,ACC_0312,ACC_0159,2121,2024-01-02 02:12:30
TXN_STRESS_2066,ACC_0101,ACC_0275,16992,2024-01-02 02:13:00
TXN_STRESS_2067,ACC_0186,ACC_0213,10361,2024-01-02 02:13:30
TXN_STRESS_2068,ACC_0226,ACC_0495,18771,2024-01-02 02:14:00
TXN_STRESS_2069,ACC_0743,ACC_0060,10136,2024-01-02 02:14:30
TXN_STRESS_2070,ACC_0162,ACC_0370,4063,2024-01-02 02:15:00
TXN_STRESS_2071,ACC_0042,ACC_0153,13966,2024-01-02 02:15:30
TXN_STRESS_2072,ACC_0539,ACC_0279,10282,2024-01-02 02:16:00
TXN_STRESS_2073,ACC_0711,ACC_0673,6206,2024-01-02 02:16:30
TXN_STRESS_2074,ACC_0746,ACC_0508,12501,2024-01-02 02:17:00
TXN_STRESS_2075,ACC_0376,ACC_0245,1179,2024-01-02 02:17:30
TXN_STRESS_2076,ACC_0053,ACC_0334,10937,2024-01-02 02:18:00
TXN_STRESS_2077,ACC_0452,ACC_0682,1684,2024-01-02 02:18:30
TXN_STRESS_2078,ACC_0396,ACC_0499,16190,2024-01-02 02:19:00
TXN_STRESS_2079,ACC_0481,ACC_0695,2585,2024-01-02 02:19:30
TXN_STRESS_2080,ACC_0221,ACC_0461,5863,2024-01-02 02:20:00
TXN_STRESS_2081,ACC_0116,ACC_0496,2556,2024-01-02 02:20:30
TXN_STRESS_2082,ACC_0706,ACC_0153,8472,2024-01-02 02:21:00
TXN_STRESS_2083,ACC_0401,ACC_0343,3604,2024-01-02 02:21:30
TXN_STRESS_2084,ACC_0618,ACC_0331,9504,2024-01-02 02:22:00
TXN_STRESS_2085,ACC_0109,ACC_0609,11914,2024-01-02 02:22:30
TXN_STRESS_2086,ACC_0343,ACC_0744,10715,2024-01-02 02:23:00
TXN_STRESS_2087,ACC_0295,ACC_0599,11482,2024-01-02 02:23:30
TXN_STRESS_2088,ACC_0006,ACC_0081,12336,2024-01-02 02:24:00
TXN_STRESS_2089,ACC_0409,ACC_0512,1255,2024-01-02 02:24:30
TXN_STRESS_2090,ACC_0159,ACC_0362,19102,2024-01-02 02:25:00
TXN_STRESS_2091,ACC_0521,ACC_0753,13164,2024-01-02 02:25:30
TXN_STRESS_2092,ACC_0122,ACC_0754,4480,2024-01-02 02:26:00
TXN_STRESS_2093,ACC_0529,ACC_0597,3890,2024-01-02 02:26:30
TXN_STRESS_2094,ACC_0208,ACC_0632,15849,2024-01-02 02:27:00
TXN_STRESS_2095,ACC_0148,ACC_0167,147,2024-01-02 02:27:30
TXN_STRESS_2096,ACC_0570,ACC_0441,18984,2024-01-02 02:28:00
TXN_STRESS_2097,ACC_0318,ACC_0381,4838,2024-01-02 02:28:30
TXN_STRESS_2098,ACC_0218,ACC_0703,8820,2024-01-02 02:29:00
TXN_STRESS_2099,ACC_0336,ACC_0092,13865,2024-01-02 02:29:30
TXN_STRESS_2100,ACC_0625,ACC_0443,18090,2024-01-02 02:30:00
TXN_STRESS_2101,ACC_0016,ACC_0410,15337,2024-01-02 02:30:30
TXN_STRESS_2102,ACC_0440,ACC_0789,12509,2024-01-02 02:31:00
TXN_STRESS_2103,ACC_0704,ACC_0030,12405,2024-01-02 02:31:30
TXN_STRESS_2104,ACC_0790,ACC_0597,8135,2024-01-02 02:32:00
TXN_STRESS_2105,ACC_0483,ACC_0427,10950,2024-01-02 02:32:30
TXN_STRESS_2106,ACC_0686,ACC_0696,9231,2024-01-02 02:33:00
TXN_STRESS_2107,ACC_0258,ACC_0719,17083,2024-01-02 02:33:30
TXN_STRESS_2108,ACC_0089,ACC_0496,14839,2024-01-02 02:34:00
TXN_STRESS_2109,ACC_0153,ACC_0024,14825,2024-01-02 02:34:30
TXN_STRESS_2110,ACC_0693,ACC_0716,18858,2024-01-02 02:35:00
TXN_STRESS_2111,ACC_0239,ACC_0764,16913,2024-01-02 02:35:30
TXN_STRESS_2112,ACC_0674,ACC_0193,8798,2024-01-02 02:36:00
TXN_STRESS_2113,ACC_0597,ACC_0417,4740,2024-01-02 02:36:30
TXN_STRESS_2114,ACC_0375,ACC_0223,440,2024-01-02 02:37:00
TXN_STRESS_2115,ACC_0035,ACC_0790,5821,2024-01-02 02:37:30
TXN_STRESS_2116,ACC_0794,ACC_0516,6898,2024-01-02 02:38:00
TXN_STRESS_2117,ACC_0404,ACC_0502,19102,2024-01-02 02:38:30
TXN_STRESS_2118,ACC_0121,ACC_0233,5852,2024-01-02 02:39:00
TXN_STRESS_2119,ACC_0014,ACC_0510,7787,2024-01-02 02:39:30
TXN_STRESS_2120,ACC_0241,ACC_0626,18915,2024-01-02 02:40:00
TXN_STRESS_2121,ACC_0315,ACC_0078,18068,2024-01-02 02:40:30
TXN_STRESS_2122,ACC_0285,ACC_0719,10561,2024-01-02 02:41:00
TXN_STRESS_2123,ACC_0663,ACC_0009,6885,2024-01-02 02:41:30
TXN_STRESS_2124,ACC_0743,ACC_0070,7061,2024-01-02 02:42:00
TXN_STRESS_2125,ACC_0342,ACC_0194,4193,2024-01-02 02:42:30
TXN_STRESS_2126,ACC_0357,ACC_0464,9478,2024-01-02 02:43:00
TXN_STRESS_2127,ACC_0471,ACC_0343,11303,2024-01-02 02:43:30
TXN_STRESS_2128,ACC_0301,ACC_0224,6481,2024-01-02 02:44:00
TXN_STRESS_2129,ACC_0431,ACC_0199,5070,2024-01-02 02:44:30
TXN_STRESS_2130,ACC_0392,ACC_0784,16563,2024-01-02 02:45:00
TXN_STRESS_2131,ACC_0048,ACC_0711,15209,2024-01-02 02:45:30
TXN_STRESS_2132,ACC_0146,ACC_0514,13391,2024-01-02 02:46:00
TXN_STRESS_2133,ACC_0172,ACC_0783,9422,2024-01-02 02:46:30
TXN_STRESS_2134,ACC_0475,ACC_0247,11812,2024-01-02 02:47:00
TXN_STRESS_2135,ACC_0485,ACC_0159,19736,2024-01-02 02:47:30
TXN_STRESS_2136,ACC_0368,ACC_0010,18579,2024-01-02 02:48:00
TXN_STRESS_2137,ACC_0776,ACC_0752,8287,2024-01-02 02:48:30
TXN_STRESS_2138,ACC_0093,ACC_0763,16484,2024-01-02 02:49:00
TXN_STRESS_2139,ACC_0618,ACC_0387,15307,2024-01-02 02:49:30
TXN_STRESS_2140,ACC_0005,ACC_0138,17795,2024-01-02 02:50:00
TXN_STRESS_2141,ACC_0318,ACC_0132,2680,2024-01-02 02:50:30
TXN_STRESS_2142,ACC_0527,ACC_0409,6485,2024-01-02 02:51:00
TXN_STRESS_2143,ACC_0601,ACC_0421,11304,2024-01-02 02:51:30
TXN_STRESS_2144,ACC_0211,ACC_0054,16327,2024-01-02 02:52:00
TXN_STRESS_2145,ACC_0385,ACC_0425,18300,2024-01-02 02:52:30
TXN_STRESS_2146,ACC_0638,ACC_0184,18225,2024-01-02 02:53:00
TXN_STRESS_2147,ACC_0466,ACC_0233,14241,2024-01-02 02:53:30
TXN_STRESS_2148,ACC_0318,ACC_0575,481,2024-01-02 02:54:00
TXN_STRESS_2149,ACC_0384,ACC_0047,10342,2024-01-02 02:54:30
TXN_STRESS_2150,ACC_0018,ACC_0332,16203,2024-01-02 02:55:00
TXN_STRESS_2151,ACC_0301,ACC_0171,11292,2024-01-02 02:55:30
TXN_STRESS_2152,ACC_0372,ACC_0200,6723,2024-01-02 02:56:00
TXN_STRESS_2153,ACC_0570,ACC_0494,19076,2024-01-02 02:56:30
TXN_STRESS_2154,ACC_0772,ACC_0076,13754,2024-01-02 02:57:00
TXN_STRESS_2155,ACC_0390,ACC_0707,14547,2024-01-02 02:57:30
TXN_STRESS_2156,ACC_0384,ACC_0629,4654,2024-01-02 02:58:00
TXN_STRESS_2157,ACC_0395,ACC_0025,4206,2024-01-02 02:58:30
TXN_STRESS_2158,ACC_0357,ACC_0285,10638,2024-01-02 02:59:00
TXN_STRESS_2159,ACC_0308,ACC_0565,16615,2024-01-02 02:59:30
TXN_STRESS_2160,ACC_0223,ACC_0318,8668,2024-01-02 03:00:00
TXN_STRESS_2161,ACC_0390,ACC_0179,10951,2024-01-02 03:00:30
TXN_STRESS_2162,ACC_0154,ACC_0341,966,2024-01-02 03:01:00
TXN_STRESS_2163,ACC_0425,ACC_0337,13744,2024-01-02 03:01:30
TXN_STRESS_2164,ACC_0397,ACC_0047,6107,2024-01-02 03:02:00
TXN_STRESS_2165,ACC_0252,ACC_0790,12390,2024-01-02 03:02:30
TXN_STRESS_2166,ACC_0515,ACC_0118,18997,2024-01-02 03:03:00
TXN_STRESS_2167,ACC_0693,ACC_0583,643,2024-01-02 03:03:30
TXN_STRESS_2168,ACC_0170,ACC_0430,10318,2024-01-02 03:04:00
TXN_STRESS_2169,ACC_0622,ACC_0591,19287,2024-01-02 03:04:30
TXN_STRESS_2170,ACC_0552,ACC_0657,1075,2024-01-02 03:05:00
TXN_STRESS_2171,ACC_0637,ACC_0139,17020,2024-01-02 03:05:30
TXN_STRESS_2172,ACC_0503,ACC_0625,6404,2024-01-02 03:06:00
TXN_STRESS_2173,ACC_0457,ACC_0016,4694,2024-01-02 03:06:30
TXN_STRESS_2174,ACC_0303,ACC_0280,19411,2024-01-02 03:07:00
TXN_STRESS_2175,ACC_0427,ACC_0005,1249,2024-01-02 03:07:30
TXN_STRESS_2176,ACC_0669,ACC_0132,2002,2024-01-02 03:08:00
TXN_STRESS_2177,ACC_0118,ACC_0678,9797,2024-01-02 03:08:30
TXN_STRESS_2178,ACC_0465,ACC_0019,182,2024-01-02 03:09:00
TXN_STRESS_2179,ACC_0025,ACC_0113,11194,2024-01-02 03:09:30
TXN_STRESS_2180,ACC_0301,ACC_0370,7262,2024-01-02 03:10:00
TXN_STRESS_2181,ACC_0718,ACC_0172,6859,2024-01-02 03:10:30
TXN_STRESS_2182,ACC_0242,ACC_0423,19261,2024-01-02 03:11:00
TXN_STRESS_2183,ACC_0553,ACC_0140,12005,2024-01-02 03:11:30
TXN_STRESS_2184,ACC_0220,ACC_0453,7974,2024-01-02 03:12:00
TXN_STRESS_2185,ACC_0096,ACC_0171,755,2024-01-02 03:12:30
TXN_STRESS_2186,ACC_0205,ACC_0785,17185,2024-01-02 03:13:00
TXN_STRESS_2187,ACC_0082,ACC_0616,17716,2024-01-02 03:13:30
TXN_STRESS_2188,ACC_0620,ACC_0424,7768,2024-01-02 03:14:00
TXN_STRESS_2189,ACC_0333,ACC_0299,7181,2024-01-02 03:14:30
TXN_STRESS_2190,ACC_0567,ACC_0505,19302,2024-01-02 03:15:00
TXN_STRESS_2191,ACC_0031,ACC_0167,16001,2024-01-02 03:15:30
TXN_STRESS_2192,ACC_0428,ACC_0539,18604,2024-01-02 03:16:00
TXN_STRESS_2193,ACC_0300,ACC_0091,10639,2024-01-02 03:16:30
TXN_STRESS_2194,ACC_0550,ACC_0353,14629,2024-01-02 03:17:00
TXN_STRESS_2195,ACC_0443,ACC_0371,19420,2024-01-02 03:17:30
TXN_STRESS_2196,ACC_0685,ACC_0339,12919,2024-01-02 03:18:00
TXN_STRESS_2197,ACC_0095,ACC_0209,3573,2024-01-02 03:18:30
TXN_STRESS_2198,ACC_0401,ACC_0708,2900,2024-01-02 03:19:00
TXN_STRESS_2199,ACC_0733,ACC_0217,13476,2024-01-02 03:19:30
TXN_STRESS_2200,ACC_0294,ACC_0700,9019,2024-01-02 03:20:00
TXN_STRESS_2201,ACC_0394,ACC_0006,9272,2024-01-02 03:20:30
TXN_STRESS_2202,ACC_0256,ACC_0113,896,2024-01-02 03:21:00
TXN_STRESS_2203,ACC_0256,ACC_0666,4300,2024-01-02 03:21:30
TXN_STRESS_2204,ACC_0742,ACC_0597,15720,2024-01-02 03:22:00
TXN_STRESS_2205,ACC_0493,ACC_0747,8151,2024-01-02 03:22:30
TXN_STRESS_2206,ACC_0006,ACC_0583,5855,2024-01-02 03:23:00
TXN_STRESS_2207,ACC_0765,ACC_0586,15408,2024-01-02 03:23:30
TXN_STRESS_2208,ACC_0532,ACC_0798,9656,2024-01-02 03:24:00
TXN_STRESS_2209,ACC_0692,ACC_0539,8853,2024-01-02 03:24:30
TXN_STRESS_2210,ACC_0319,ACC_0713,1862,2024-01-02 03:25:00
TXN_STRESS_2211,ACC_0713,ACC_0507,15471,2024-01-02 03:25:30
TXN_STRESS_2212,ACC_0289,ACC_0011,14574,2024-01-02 03:26:00
TXN_STRESS_2213,ACC_0589,ACC_0037,12549,2024-01-02 03:26:30
TXN_STRESS_2214,ACC_0188,ACC_0533,12449,2024-01-02 03:27:00
TXN_STRESS_2215,ACC_0072,ACC_0745,13656,2024-01-02 03:27:30
TXN_STRESS_2216,ACC_0725,ACC_0144,2126,2024-01-02 03:28:00
TXN_STRESS_2217,ACC_0409,ACC_0330,5776,2024-01-02 03:28:30
TXN_STRESS_2218,ACC_0357,ACC_0577,9659,2024-01-02 03:29:00
TXN_STRESS_2219,ACC_0715,ACC_0551,12994,2024-01-02 03:29:30
TXN_STRESS_2220,ACC_0625,ACC_0214,16013,2024-01-02 03:30:00
TXN_STRESS_2221,ACC_0307,ACC_0148,11674,2024-01-02 03:30:30
TXN_STRESS_2222,ACC_0789,ACC_0020,15731,2024-01-02 03:31:00
TXN_STRESS_2223,ACC_0553,ACC_0155,16778,2024-01-02 03:31:30
TXN_STRESS_2224,ACC_0545,ACC_0012,18118,2024-01-02 03:32:00
TXN_STRESS_2225,ACC_0447,ACC_0799,5062,2024-01-02 03:32:30
TXN_STRESS_2226,ACC_0576,ACC_0093,18685,2024-01-02 03:33:00
TXN_STRESS_2227,ACC_0632,ACC_0568,6620,2024-01-02 03:33:30
TXN_STRESS_2228,ACC_0761,ACC_0200,2845,2024-01-02 03:34:00
TXN_STRESS_2229,ACC_0615,ACC_0715,19308,2024-01-02 03:34:30
TXN_STRESS_2230,ACC_0620,ACC_0636,2958,2024-01-02 03:35:00
TXN_STRESS_2231,ACC_0209,ACC_0105,3963,2024-01-02 03:35:30
TXN_STRESS_2232,ACC_0768,ACC_0227,19169,2024-01-02 03:36:00
TXN_STRESS_2233,ACC_0091,ACC_0575,1329,2024-01-02 03:36:30
TXN_STRESS_2234,ACC_0762,ACC_0782,1039,2024-01-02 03:37:00
TXN_STRESS_2235,ACC_0531,ACC_0028,16002,2024-01-02 03:37:30
TXN_STRESS_2236,ACC_0081,ACC_0134,14316,2024-01-02 03:38:00
TXN_STRESS_2237,ACC_0426,ACC_0294,9287,2024-01-02 03:38:30
TXN_STRESS_2238,ACC_0435,ACC_0543,1903,2024-01-02 03:39:00
TXN_STRESS_2239,ACC_0163,ACC_0728,19475,2024-01-02 03:39:30
TXN_STRESS_2240,ACC_0041,ACC_0619,19143,2024-01-02 03:40:00
TXN_STRESS_2241,ACC_0691,ACC_0292,8090,2024-01-02 03:40:30
TXN_STRESS_2242,ACC_0443,ACC_0543,15937,2024-01-02 03:41:00
TXN_STRESS_2243,ACC_0331,ACC_0179,8874,2024-01-02 03:41:30
TXN_STRESS_2244,ACC_0676,ACC_0228,1078,2024-01-02 03:42:00
